4f33926b-28c7-376b-bf7a-7a9726405be6,e24ac7ba-a31c-3721-85fc-8f99813afbb1,1526885088.706351,,"1247,1251,1236",kjxx200925042,,check,前沿预判跟踪,电子信息,,"会议,期刊"
887ca3fc-045a-3be0-8248-1584aae2ea97,2b316fd2-1500-3f39-a8db-a786f789e04b,1526885190.707102,,"1389,1368","jiangxyxjy200905005,jiangxyxjy200905059",197,check,前沿预判跟踪,生物医药,,"会议,期刊,专利"
1da4f2a7-a407-3c3d-9904-9a1949988bbd,2b316fd2-1500-3f39-a8db-a786f789e04b,1526885314.707417,,1551,,,check,前沿预判跟踪,电子信息,,会议
e50340b2-18c0-3121-98e8-7ce2eaadd50d,2b316fd2-1500-3f39-a8db-a786f789e04b,1526885441.707721,,"2112,2113",jmzzyzdh200904015,262,check,前沿预判跟踪,新能源汽车,,"会议,期刊,专利"
942b8d52-ffb1-3fab-afdc-b9f73701f069,e24ac7ba-a31c-3721-85fc-8f99813afbb1,1526885567.708031,,,"hjjy200909025,hnaqyfz200908020",299,check,前沿预判跟踪,节能环保,,"期刊,专利"
0325f469-db5f-3bf5-a242-fbdca3c4e5c3,e24ac7ba-a31c-3721-85fc-8f99813afbb1,1526885672.708332,,"1370,1374",jzgr200910023,193,check,前沿预判跟踪,新材料,,"会议,期刊,专利"
4f74029c-89aa-337b-ae5c-2bb3cd920d32,2a528fad-f1db-3c5c-8ee0-cadd46f53492,1526885784.708682,,"1325,1319,1335","kjxx200926165,jiaos200920048","335,345",check,前沿预判跟踪,智能制造,,"会议,期刊,专利"
c432c8bf-d368-3262-a27c-e57e17bb2aa2,2a528fad-f1db-3c5c-8ee0-cadd46f53492,1526885928.709,,"1138,1140",jz200919040,"466,468",check,前沿预判跟踪,智能制造,,"会议,期刊,专利"
ad0de187-a416-3284-9b2e-e01de049f3ef,2b316fd2-1500-3f39-a8db-a786f789e04b,1526886042.70932,,"1374,1424,1406",tcxb201704016,82,check,前沿预判跟踪,智能制造,,"会议,期刊,专利"
5e859f96-c9c9-32dd-ae88-96257ec77d0b,e24ac7ba-a31c-3721-85fc-8f99813afbb1,1526886147.709694,,"1253,1593","jkbd-x201308184,jkbd-x201205017","229,230",check,前沿预判跟踪,生物医药,,"会议,期刊,专利"
6ec67903-5df4-363a-a04c-280bdf0d7fd2,e24ac7ba-a31c-3721-85fc-8f99813afbb1,1526886262.709992,,"1547,1545,1563",kjxx200926477,"396,415",check,前沿预判跟踪,电子信息,,"会议,期刊,专利"
bedde9ff-d703-38a2-8336-537244508870,2b316fd2-1500-3f39-a8db-a786f789e04b,1526886398.71031,,"1551,1564,1573",,191,check,前沿预判跟踪,电子信息,,"会议,专利"
13e67836-9756-3b00-8346-ad4fd1d9ed89,2b316fd2-1500-3f39-a8db-a786f789e04b,1526886515.71062,,"1329,1327",,"194,202",check,前沿预判跟踪,电子信息,,"会议,专利"
c49c2b7a-dff4-3ec3-94d6-2f544730fba7,2a528fad-f1db-3c5c-8ee0-cadd46f53492,1526886631.710924,,1339,tcxb201704014,"454,452",check,前沿预判跟踪,智能制造,,"会议,期刊,专利"
25d5e8f1-6d54-3a4f-8c31-4794b3780ab0,2a528fad-f1db-3c5c-8ee0-cadd46f53492,1526886771.711223,,1337,jdcpkfycx200905073,492,check,前沿预判跟踪,智能制造,,"会议,期刊,专利"
81580130-af6e-3238-8662-2c9e66c4278e,2b316fd2-1500-3f39-a8db-a786f789e04b,1526886864.711575,,"1606,1610",xbyy-g201704015,,check,前沿预判跟踪,生物医药,,"会议,期刊"
11014578-aa9c-3eb1-b1b3-6b48f87ae3b6,2b316fd2-1500-3f39-a8db-a786f789e04b,1526887002.71189,,1609,xbyy-g201704014,,check,前沿预判跟踪,生物医药,,"会议,期刊"
61669c0a-5037-3bcc-a50c-31a22f45ca45,e24ac7ba-a31c-3721-85fc-8f99813afbb1,1526887106.7123,,1148,"jkbd-x201209447,jkbd-x201308195",197,check,前沿预判跟踪,生物医药,,"会议,期刊,专利"
bde600cf-f3ae-3ddd-9df3-8319605ecf06,2a528fad-f1db-3c5c-8ee0-cadd46f53492,1526887227.712651,,1424,"tcxb201704021,tcxb201704015",,check,前沿预判跟踪,新材料,,"会议,期刊"
a34146cd-1407-3ea1-b2ed-6c87c2f1e42e,2b316fd2-1500-3f39-a8db-a786f789e04b,1526887363.712998,,"1473,1474",tcxb201704020,,check,前沿预判跟踪,新材料,,"会议,期刊"
355c2ce5-a7e1-32b1-99a4-1ffdd424303a,2a528fad-f1db-3c5c-8ee0-cadd46f53492,1526887468.713409,,"2159, 2177, 1442","jz200919023, hubdy200905014","59, 63",check,企业创新活动,高技术企业产业分析,,"会议,期刊,专利"
cbe69faa-8163-3e7b-a4ef-26a32d034502,2b316fd2-1500-3f39-a8db-a786f789e04b,1526887601.713895,,"2163, 2188, 2177, 2159, 2186","jxsj200910015, jssj2009z1015",,check,企业创新活动,高技术企业产业分析,,"会议,期刊"
8c1a6687-ea59-368d-8fa6-f9d1d8bafbf5,e24ac7ba-a31c-3721-85fc-8f99813afbb1,1526887720.714326,,"2182, 2181, 2146","shcsgh201704013, kjzxdb200926059, jxsj200910015","122, 190, 139",check,企业创新活动,企业创新活动跟踪,,"会议,期刊,专利"
9826a8d4-9807-3264-9ca8-3221c3400cd3,2b316fd2-1500-3f39-a8db-a786f789e04b,1526887829.714687,,"2131, 2137, 2154, 2139",kjxx200926165,,check,企业创新活动,企业创新活动跟踪,,"会议,期刊"
0df45563-61db-3df6-856c-87c4106ac6df,2b316fd2-1500-3f39-a8db-a786f789e04b,1526887969.714984,,"1243, 1230, 1245, 1231, 1259",,"418, 411",check,企业创新活动,企业创新活动跟踪,,会议
aab1ccd1-8d6d-30e9-85fb-7bf04353bc63,e24ac7ba-a31c-3721-85fc-8f99813afbb1,1526888085.715319,,"1221, 1223","shcsgh201704005, kjzx200926027",,check,企业创新活动,企业创新活动跟踪,,"会议,期刊"
0121747d-0d15-3c2d-970b-745b161a398a,2b316fd2-1500-3f39-a8db-a786f789e04b,1526888194.715623,,"1965, 1956, 1949, 1953","tcxb201704014, tcxb201704008",,check,企业创新活动,企业创新活动跟踪,,"会议,期刊"
b1cd947d-feac-39df-9422-200c52c7b09a,2b316fd2-1500-3f39-a8db-a786f789e04b,1526888308.715916,,,,"1, 56, 20",check,科技成果转化,专利运营,,专利
634a3ba4-60c4-3a39-b665-467795b67398,2b316fd2-1500-3f39-a8db-a786f789e04b,1526888429.71623,,,,"13, 9, 22, 31",check,科技成果转化,专利运营,,专利
00c94b80-d6c0-3033-ae36-9d8980bfb53d,e24ac7ba-a31c-3721-85fc-8f99813afbb1,1526888563.716579,,,,"31, 13",check,科技成果转化,专利运营,,专利
900c0b92-9f46-36cc-bbf3-2e6062dca058,e24ac7ba-a31c-3721-85fc-8f99813afbb1,1526888684.717206,,,,"33, 24, 39, 41",check,科技成果转化,专利运营,,专利
a1074eb0-df44-30da-a140-99ccd7cdde98,e24ac7ba-a31c-3721-85fc-8f99813afbb1,1526888796.717574,,,,"20, 49, 47, 125",check,科技成果转化,专利运营,,专利
ab4cd0bc-73ea-3eab-a768-523f28f95700,e24ac7ba-a31c-3721-85fc-8f99813afbb1,1526888910.71804,,,,"69, 67, 71",check,科技成果转化,专利运营,,专利
67058906-a62f-3e90-8406-8942886101fd,e24ac7ba-a31c-3721-85fc-8f99813afbb1,1526889035.718407,,,,"228, 227, 232, 230",check,科技成果转化,专利运营,,专利
9af61750-5944-397a-923e-607581a3c48e,e24ac7ba-a31c-3721-85fc-8f99813afbb1,1526889152.718731,,,,"357, 358, 360",check,科技成果转化,专利运营,,专利
c2d7770f-9231-30a5-b6c0-3e6041525f68,2a528fad-f1db-3c5c-8ee0-cadd46f53492,1526889262.719155,,,,"365, 364",check,科技成果转化,专利运营,,专利
1462c0d1-84f2-39f1-b4cd-cd25629ee1b3,e24ac7ba-a31c-3721-85fc-8f99813afbb1,1526889405.719607,,1549,,"29,31,41,104",check,重点领域综合分析,智能机器人,,"会议,专利"
42ae91d7-aed6-3825-80d8-9cef314617d3,2b316fd2-1500-3f39-a8db-a786f789e04b,1526889519.720123,,"1282,1284,1293,1290,1292,1245",,,check,重点领域综合分析,物联网,,会议
53c7c497-ff00-33af-916d-c1d1f2eee7bd,2b316fd2-1500-3f39-a8db-a786f789e04b,1526889645.720617,,"1357,1596,1606","xbyy-g201704019,xbyy-g201704016",,check,重点领域综合分析,智能农业,,"会议,期刊"
fcb1326d-1476-3ae7-b4e8-b50d5bc5a035,e24ac7ba-a31c-3721-85fc-8f99813afbb1,1526889747.721079,,2005,hebsfdxzrkxxb200903026,"61,79",check,重点领域综合分析,智能农业,,"会议,期刊,专利"
bfaa0602-2ec5-3a1e-a667-25d2608ca0b7,e24ac7ba-a31c-3721-85fc-8f99813afbb1,1526889872.721565,,,,"11,15,21,29",check,重点领域综合分析,智能机器人,,专利
ed097811-4cc5-3f57-8b01-6847bd277a73,2a528fad-f1db-3c5c-8ee0-cadd46f53492,1526889994.722037,,2143,"kjzxdb200926117,kjxx200926466,kjqbkfyjj200922035",179,check,重点领域综合分析,物联网,,"会议,期刊,专利"
8f25ba78-7283-38f5-b49d-2407f1b2150d,e24ac7ba-a31c-3721-85fc-8f99813afbb1,1526890107.722445,,"1305,1535,1139",kjxx200924254,25,check,重点领域综合分析,人工智能,,"会议,期刊,专利"
07a23303-532c-3b8f-803e-6d63b4f61461,e24ac7ba-a31c-3721-85fc-8f99813afbb1,1526890226.722944,,1442,hunny200911027,182,check,重点领域综合分析,智能农业,,"会议,期刊,专利"
fee6a2d7-acfd-38a9-85fd-c79f82b11750,2b316fd2-1500-3f39-a8db-a786f789e04b,1526890369.723323,,"1495,1595,1942",,,check,重点领域综合分析,虚拟现实,,会议
4c308345-b1ae-3ca4-a300-aac44c34c109,2a528fad-f1db-3c5c-8ee0-cadd46f53492,1526890461.72378,,"2026,2015,1309,1307","tcxb201704015,tcxb201704013",487,check,重点领域综合分析,第三代半导体,,"会议,期刊,专利"
659a9dda-67b4-3346-8ab5-8721c8dd676d,2b316fd2-1500-3f39-a8db-a786f789e04b,1526890594.724222,,,,"13,15,30,31,104",check,重点领域综合分析,智能机器人,,专利
d764de21-ed10-3b06-ae2f-a5c54b3d01b9,2b316fd2-1500-3f39-a8db-a786f789e04b,1526890724.724638,,,,"430,166",check,重点领域综合分析,物联网,,专利
ab2c1baf-dbdd-3fce-9a16-55811d23f3eb,2a528fad-f1db-3c5c-8ee0-cadd46f53492,1526890822.725095,,"1551,1556,1557,1560",,,check,重点领域综合分析,人工智能,,会议
4a065e0e-32c5-3b79-85cd-d5d5887de4ca,2b316fd2-1500-3f39-a8db-a786f789e04b,1526890967.725615,,"1196,1219,1434,1435",hnny200919010,,check,重点领域综合分析,智能农业,,"会议,期刊"
ec754c19-b378-3303-899f-545b8d3e0ed3,e24ac7ba-a31c-3721-85fc-8f99813afbb1,1526891085.726104,,,,"13,21,31",check,重点领域综合分析,智能机器人,,专利
abb154da-8b76-398a-9c71-9e1943466a23,2a528fad-f1db-3c5c-8ee0-cadd46f53492,1526891202.726546,,,jxgys200910031,"88,117,262,327",check,重点领域综合分析,智能驾驶,,"期刊,专利"
44542f5b-3ed6-3d20-87fe-cd11ef2964e7,2a528fad-f1db-3c5c-8ee0-cadd46f53492,1526891312.726998,,,"zgnxtb201231002,zgnxtb201231003,zgnxtb201231004",,check,重点领域综合分析,智能农业,,期刊
053e190c-f0c1-3245-8c5d-f60ae5d57aab,e24ac7ba-a31c-3721-85fc-8f99813afbb1,1526891444.727569,,"1228,1229,1231,1234,1239",,,check,重点领域综合分析,物联网,,会议
53cb11b8-28a0-308d-8751-28849373beef,e24ac7ba-a31c-3721-85fc-8f99813afbb1,1526891544.728128,,"1183,1257",,,check,重点领域综合分析,人工智能,,会议
28b65d69-6062-3e93-b1a0-9704a7ca2453,2a528fad-f1db-3c5c-8ee0-cadd46f53492,1526891663.728671,,,"xbyy-g201704021,xbyy-g201704017,xbyy-g201704016,xbyy-g201704015",,check,重点领域综合分析,智能农业,,期刊
